Date,TMax,TMin,ET,Prec,MD
2005-01-01,2,-0.6,0.2775,0,0.2775
2005-01-02,2.2,-5,0.4221,0,0.4221
2005-01-03,0.9,-7,0.4211,0,0.4211
2005-01-04,3.9,-2.7,0.4384,0,0.4384
2005-01-05,2.1,-6.2,0.461,0,0.461
2005-01-06,0.3,-5.2,0.347,6.8,-1.003
2005-01-07,1,-2.4,0.2972,3.4,0.2972
2005-01-08,0.5,-3.7,0.316,1,0.316
2005-01-09,-0.5,-2.7,0.2495,0,0.2495
2005-01-10,0.6,-9.2,0.4885,0,0.4885
2005-01-11,3,-10.9,0.6701,1,0.6701
2005-01-12,4.6,1.5,0.3497,0.2,0.3497
2005-01-13,2.7,-7.9,0.5725,0,0.5725
2005-01-14,-1.4,-7.2,0.3495,0,0.3495
2005-01-15,-1.8,-9.4,0.3957,3.2,0.3957
2005-01-16,0,-4.7,0.3457,14.8,-7.0043
2005-01-17,10.6,-0.3,0.8266,76.4,-52.7234
2005-01-18,13.6,5.9,0.7733,54.8,-36.5767
2005-01-19,18.1,10,0.941,23.4,-12.859
2005-01-20,12.1,7.7,0.5747,22.4,-12.4753
2005-01-21,12.1,7.8,0.5754,1.2,0.5754
2005-01-22,10.8,9.2,0.4087,28.6,-17.2913
2005-01-23,10.8,9.2,0.4126,28.6,-17.2874
2005-01-24,10.8,9.2,0.4167,28.6,-17.2833
2005-01-25,10,8,0.4316,1,0.4316
2005-01-26,10,8,0.4362,1,0.4362
2005-01-27,12.7,5.6,0.7905,0,0.7905
2005-01-28,12,3.3,0.8628,0.8,0.8628
2005-01-29,10.1,4,0.6828,0.8,0.6828
2005-01-30,8.9,6.6,0.4555,6.6,-0.7445
2005-01-31,12.3,7.1,0.7066,2.4,0.7066
2005-02-01,13.1,6,0.8514,0.4,0.8514
2005-02-02,12.1,4.7,0.8477,3.2,0.8477
2005-02-03,9.5,7.7,0.4564,0,0.4564
2005-02-04,8.2,5.3,0.5071,32.6,-20.1929
2005-02-05,7.1,2.6,0.5803,0,0.5803
2005-02-06,3.8,0.5,0.4554,8.6,-2.2446
2005-02-07,8,-1.4,0.8667,0,0.8667
2005-02-08,8.2,-3.1,0.9696,0,0.9696
2005-02-09,9.4,-1.4,1.0058,0,1.0058
2005-02-10,9.1,-1.3,0.9875,0,0.9875
2005-02-11,12.3,-1.4,1.2958,0,1.2958
2005-02-12,8.2,1.8,0.7754,8.4,-1.7746
2005-02-13,6.9,0.5,0.7458,10.8,-3.6042
2005-02-14,5.6,-1.9,0.7703,4.1,0.7703
2005-02-15,8.3,-3.3,1.0727,0,1.0727
2005-02-16,10.3,-2.6,1.2367,0,1.2367
2005-02-17,13.5,-3.2,1.5992,0,1.5992
2005-02-18,11.9,-2,1.3954,0,1.3954
2005-02-19,10.9,-4.2,1.4137,0,1.4137
2005-02-20,11.7,-0.8,1.3481,0,1.3481
2005-02-21,12.4,-3.3,1.5597,0,1.5597
2005-02-22,13,-2.5,1.6036,0,1.6036
2005-02-23,17.1,1,1.9093,0,1.9093
2005-02-24,17.8,-0.9,2.1205,0,2.1205
2005-02-25,12.4,0.1,1.4587,0,1.4587
2005-02-26,17.1,-1.4,2.1061,0,2.1061
2005-02-27,19.3,-2.1,2.4495,0,2.4495
2005-02-28,13.2,3.3,1.4095,2.6,1.4095
2005-03-01,11.3,7.1,0.9111,12.6,-4.7889
2005-03-02,12.8,6.6,1.1522,2.6,1.1522
2005-03-03,17,3.7,1.911,0,1.911
2005-03-04,13.2,4.4,1.4032,0.4,1.4032
2005-03-05,13.1,4,1.437,0.2,1.437
2005-03-06,14.8,4,1.6696,0,1.6696
2005-03-07,16.9,7.1,1.7378,4,1.7378
2005-03-08,13.1,6.4,1.2994,2.6,1.2994
2005-03-09,17.8,8.7,1.7729,0,1.7729
2005-03-10,20.3,6.6,2.3363,0,2.3363
2005-03-11,15.5,5.5,1.7522,0,1.7522
2005-03-12,17.7,2.4,2.3022,,2.3022
2005-03-13,18.4,2.6,2.415,,2.415
2005-03-14,16.2,0.5,2.2588,0,2.2588
2005-03-15,13,2.9,1.6854,0,1.6854
2005-03-16,8.8,4.3,1.0278,16.8,-7.8222
2005-03-17,10.9,5.4,1.2249,2.4,1.2249
2005-03-18,9.1,4,1.1211,8,-1.1289
2005-03-19,9.6,3.8,1.2206,,1.2206
2005-03-20,12.5,5,1.5362,18.2,-8.3638
2005-03-21,11.4,3.4,1.5338,8.6,-1.1662
2005-03-22,12.5,2.1,1.8071,0,1.8071
2005-03-23,11.5,6.9,1.2406,0,1.2406
2005-03-24,13.5,3.1,1.9133,0,1.9133
2005-03-25,13.1,1.1,2.0225,0,2.0225
2005-03-26,9.5,4.8,1.2004,44.2,-28.1996
2005-03-27,11.6,6.6,1.3453,7.7,-0.6797
2005-03-28,9.2,3.7,1.2941,8.6,-1.4059
2005-03-29,9.4,4.3,1.2761,21,-10.7239
2005-03-30,13.1,4.3,1.8642,0,1.8642
2005-03-31,9.1,5.5,1.1144,15.4,-6.6856
2005-04-01,12.3,4.1,1.7912,9,-1.2088
2005-04-02,9.5,0.1,1.7212,1.6,1.7212
2005-04-03,8.1,5.1,1.0266,19,-9.4734
2005-04-04,12.3,0.4,2.1478,0.4,2.1478
2005-04-05,9.6,4,1.4303,7,-0.0697
2005-04-06,15.2,6.5,2.13,2,2.13
2005-04-07,12.6,7.6,1.5489,17.7,-7.9761
2005-04-08,12.5,2.1,2.1209,0,2.1209
2005-04-09,13.3,0.6,2.3859,0,2.3859
2005-04-10,12.7,2.7,2.1379,5.8,1.5379
2005-04-11,11.3,2.2,1.9685,23.6,-11.9815
2005-04-12,9.8,0.8,1.865,14.8,-5.485
2005-04-13,13,2.6,2.2496,,2.2496
2005-04-14,13,5.4,1.9909,5.2,1.8409
2005-04-15,7.5,4.8,1.0664,,1.0664
2005-04-16,11.6,6,1.6898,,1.6898
2005-04-17,13.5,3.7,2.3047,,2.3047
2005-04-18,15.6,4.4,2.6386,0,2.6386
2005-04-19,18.8,3.2,3.3685,0,3.3685
2005-04-20,20.6,3.9,3.6869,0,3.6869
2005-04-21,19.9,6.3,3.354,0,3.354
2005-04-22,24.3,6.4,4.2884,0,4.2884
2005-04-23,27.4,11.7,4.4729,0,4.4729
2005-04-24,22.4,12.1,3.2912,,3.2912
2005-04-25,22.4,7.7,3.8301,0,3.8301
2005-04-26,21,7.9,3.5294,0,3.5294
2005-04-27,23.5,7.8,4.1077,0,4.1077
2005-04-28,21.8,9.8,3.5315,0,3.5315
2005-04-29,20.6,4.6,3.8325,0,3.8325
2005-04-30,16.4,8,2.6022,0.4,2.6022
2005-05-01,22.2,7.6,3.9305,0,3.9305
2005-05-02,17.2,9.5,2.6035,0.2,2.6035
2005-05-03,17.8,10.5,2.6079,1.4,2.6079
2005-05-04,18.1,9.3,2.8661,,2.8661
2005-05-05,22.3,8.5,3.9375,,3.9375
2005-05-06,19.8,6.4,3.6241,0,3.6241
2005-05-07,17.1,8.9,2.7365,0,2.7365
2005-05-08,16.7,7.6,2.8351,0.6,2.8351
2005-05-09,20.9,11.5,3.2916,3.2,3.2916
2005-05-10,19.2,11.1,2.9495,0,2.9495
2005-05-11,19.4,11.6,2.9332,0,2.9332
2005-05-12,19.1,10.2,3.0878,0,3.0878
2005-05-13,23.5,8.6,4.3566,0,4.3566
2005-05-14,21.2,14,3.0264,5.3,2.8014
2005-05-15,17.5,12.7,2.2807,20.4,-9.2693
2005-05-16,15.5,10.2,2.2453,6.9,0.8203
2005-05-17,17.1,6.6,3.1649,4.3,3.1649
2005-05-18,19.6,9.8,3.3435,13,-2.6565
2005-05-19,16.9,11.1,2.4687,3.4,2.4687
2005-05-20,18.2,9.5,3.0683,14.3,-3.9067
2005-05-21,17.9,8.2,3.1901,2,3.1901
2005-05-22,15.1,10.6,2.1112,0.2,2.1112
2005-05-23,16.4,9,2.7333,4.7,2.7333
2005-05-24,19,7.3,3.5959,0,3.5959
2005-05-25,26.6,7.3,5.449,0,5.449
2005-05-26,31.8,10.3,6.5011,0,6.5011
2005-05-27,31.7,13.5,6.1177,0,6.1177
2005-05-28,29.2,12.5,5.5771,0,5.5771
2005-05-29,20.7,13.2,3.1895,0,3.1895
2005-05-30,20.3,14.1,2.9085,0,2.9085
2005-05-31,16.6,11.7,2.3546,4.6,2.3546
2005-06-01,18.7,10.9,3.0766,4.8,3.0766
2005-06-02,18.5,12.5,2.7369,0,2.7369
2005-06-03,18,11.1,2.869,0,2.869
2005-06-04,18.8,8.4,3.4981,0,3.4981
2005-06-05,13,10.1,1.6935,8.6,-1.0065
2005-06-06,20,9.3,3.6844,0,3.6844
2005-06-07,16.2,8.9,2.7944,3.2,2.7944
2005-06-08,14.1,10.7,1.8857,5,1.8857
2005-06-09,20.3,11.1,3.5081,0,3.5081
2005-06-10,20.2,10.3,3.6099,0,3.6099
2005-06-11,17.4,11,2.7584,13.9,-3.9166
2005-06-12,18,9.9,3.1099,1.6,3.1099
2005-06-13,18.6,10.9,3.1037,1.3,3.1037
2005-06-14,19.1,9.5,3.459,0,3.459
2005-06-15,20.2,7.7,3.9798,0,3.9798
2005-06-16,24.3,13.4,4.2458,0,4.2458
2005-06-17,16,12.8,1.9652,5,1.9652
2005-06-18,19.4,12.5,3.0412,1,3.0412
2005-06-19,23.8,13.7,4.0601,0,4.0601
2005-06-20,28.8,11.7,5.7248,0,5.7248
2005-06-21,27.7,12.6,5.3058,6.8,3.9558
2005-06-22,19.8,14,2.8528,2.6,2.8528
2005-06-23,22.4,9.9,4.255,0,4.255
2005-06-24,23.6,11.1,4.4026,0,4.4026
2005-06-25,22.8,13.6,3.7915,0.8,3.7915
2005-06-26,18.6,10.9,3.1064,1.4,3.1064
2005-06-27,17.8,12.9,2.4917,7.8,0.3917
2005-06-28,19.5,14.5,2.6406,0,2.6406
2005-06-29,22.7,14.3,3.6259,0,3.6259
2005-06-30,23.9,15,3.8384,1.2,3.8384
2005-07-01,19.9,8.8,3.7441,0,3.7441
2005-07-02,21.4,12,3.6529,0,3.6529
2005-07-03,24.2,10.8,4.5662,0,4.5662
2005-07-04,23.7,13.8,3.974,0,3.974
2005-07-05,22.3,12.2,3.8467,6.5,2.7217
2005-07-06,18.4,14.8,2.1906,9,-0.8094
2005-07-07,21.6,9.3,4.0694,0,4.0694
2005-07-08,17.7,13.5,2.2875,13.8,-4.3125
2005-07-09,21.4,12.6,3.5115,1,3.5115
2005-07-10,22.4,9.9,4.1686,3,4.1686
2005-07-11,22.3,13.6,3.5702,1.9,3.5702
2005-07-12,23.1,15,3.532,0,3.532
2005-07-13,23.3,14.8,3.6177,0,3.6177
2005-07-14,25.2,11.3,4.6631,0,4.6631
2005-07-15,18.9,13.5,2.603,3.6,2.603
2005-07-16,21.8,13.8,3.3524,0.8,3.3524
2005-07-17,27.6,12.7,5.0713,0,5.0713
2005-07-18,27.2,13.2,4.8824,0,4.8824
2005-07-19,24.1,13.1,4.0579,0,4.0579
2005-07-20,23.9,11.6,4.211,0,4.211
2005-07-21,28.9,10.3,5.6406,0,5.6406
2005-07-22,25.1,12.8,4.3253,2.1,4.3253
2005-07-23,23.5,13.4,3.8,0,3.8
2005-07-24,24.9,9.3,4.6918,0,4.6918
2005-07-25,26.9,10.5,5.0348,0,5.0348
2005-07-26,28.7,10.9,5.4272,0,5.4272
2005-07-27,29.7,11.8,5.5601,0,5.5601
2005-07-28,27.3,13.9,4.6475,0,4.6475
2005-07-29,26.7,11.6,4.7771,0,4.7771
2005-07-30,28.1,13,4.9376,0,4.9376
2005-07-31,29.2,13.4,5.1499,0,5.1499
2005-08-01,23.9,14.7,3.5609,4,3.5609
2005-08-02,25.3,10.4,4.4959,0,4.4959
2005-08-03,29.7,10.3,5.5669,0,5.5669
2005-08-04,31.7,12.5,5.806,0,5.806
2005-08-05,30.3,11.9,5.4918,0,5.4918
2005-08-06,27.1,13.6,4.4545,0,4.4545
2005-08-07,27.4,13.2,4.56,0,4.56
2005-08-08,27.7,12.3,4.7231,0,4.7231
2005-08-09,25.9,12.8,4.1954,0,4.1954
2005-08-10,20.5,13.6,2.7236,0,2.7236
2005-08-11,23.9,15.7,3.2179,0,3.2179
2005-08-12,28.2,12,4.7795,0,4.7795
2005-08-13,31,12.9,5.3327,0,5.3327
2005-08-14,31.9,13.9,5.4119,0,5.4119
2005-08-15,30.2,14.2,4.9249,0,4.9249
2005-08-16,22.1,14.3,2.9041,0,2.9041
2005-08-17,21.7,14.3,2.7873,18.9,-7.6377
2005-08-18,26.5,12.5,4.1592,0,4.1592
2005-08-19,27.8,11.6,4.538,0,4.538
2005-08-20,27.3,12.4,4.3035,0,4.3035
2005-08-21,24.6,11.1,3.813,0,3.813
2005-08-22,24.2,14.6,3.2432,0,3.2432
2005-08-23,24.2,14.6,3.2206,0,3.2206
2005-08-24,27.2,10.5,4.3736,0,4.3736
2005-08-25,30.3,9.8,5.1038,0,5.1038
2005-08-26,28.7,11.3,4.5638,0,4.5638
2005-08-27,24.8,10.2,3.7967,0,3.7967
2005-08-28,19.8,14.2,2.1533,12.7,-3.6217
2005-08-29,19.8,14.1,2.1531,12.7,-3.6219
2005-08-30,18.6,11.6,2.2552,0.4,2.2552
2005-08-31,23,14.2,2.8212,0,2.8212
2005-09-01,25.1,10.5,3.6874,0,3.6874
2005-09-02,22.8,11.7,3.0525,0,3.0525
2005-09-03,21.7,9,3.1014,0,3.1014
2005-09-04,18.6,11.2,2.2157,0,2.2157
2005-09-05,21.6,8.6,3.0707,0,3.0707
2005-09-06,24.4,7.7,3.6657,0,3.6657
2005-09-07,24.6,7.7,3.674,0,3.674
2005-09-08,23.7,9.1,3.3438,0,3.3438
2005-09-09,17.8,11.3,1.9505,1.9,1.9505
2005-09-10,22,9.5,2.927,1.2,2.927
2005-09-11,21.5,11.3,2.6176,0,2.6176
2005-09-12,21.8,11,2.6828,0.2,2.6828
2005-09-13,22.2,7.7,3.0499,0,3.0499
2005-09-14,21.3,9.9,2.6545,0,2.6545
2005-09-15,18.7,13.2,1.7569,0,1.7569
2005-09-16,14.7,10.9,1.3046,7.6,-0.6454
2005-09-17,19.1,10,2.1811,0,2.1811
2005-09-18,20.8,6.7,2.754,0,2.754
2005-09-19,20.3,10,2.344,0.9,2.344
2005-09-20,19.5,8.1,2.3653,0,2.3653
2005-09-21,18.5,5.1,2.4305,0,2.4305
2005-09-22,19,4.7,2.5142,0,2.5142
2005-09-23,20.4,4.4,2.7301,0,2.7301
2005-09-24,21.1,3.4,2.8829,0,2.8829
2005-09-25,20.3,4.9,2.624,0,2.624
2005-09-26,21.5,5.5,2.7412,0,2.7412
2005-09-27,20.7,7.3,2.4505,0,2.4505
2005-09-28,17.6,4.7,2.1567,3.8,2.1567
2005-09-29,16.8,11.6,1.3847,72.6,-49.3153
2005-09-30,15.4,7.6,1.5649,0,1.5649
2005-10-01,16.2,5.8,1.8087,0,1.8087
2005-10-02,12.5,7.3,1.1545,0,1.1545
2005-10-03,14.4,5.9,1.5166,0,1.5166
2005-10-04,16.7,2.4,2.0496,0,2.0496
2005-10-05,15.7,9.7,1.324,0,1.324
2005-10-06,13.3,11,0.8146,18.8,-9.5354
2005-10-07,16.6,9.7,1.4179,2,1.4179
2005-10-08,14.8,8.9,1.228,0,1.228
2005-10-09,15.8,9.1,1.3286,0,1.3286
2005-10-10,13.7,10.8,0.8567,0,0.8567
2005-10-11,16.8,6,1.6699,0,1.6699
2005-10-12,12.4,8.9,0.8602,0,0.8602
2005-10-13,16.8,8.6,1.4341,0,1.4341
2005-10-14,15.3,10.6,1.0468,3.8,1.0468
2005-10-15,18.5,11,1.4197,9.4,-1.8803
2005-10-16,14.5,9.6,1.0107,26,-14.7393
2005-10-17,14.8,11.5,0.8544,36.4,-22.6956
2005-10-18,17.7,7.9,1.5098,0.2,1.5098
2005-10-19,14,10.8,0.8009,0,0.8009
2005-10-20,14.5,5.8,1.2466,0,1.2466
2005-10-21,18.6,9.8,1.4239,0,1.4239
2005-10-22,20.2,7.6,1.7608,0,1.7608
2005-10-23,12.5,9.8,0.6782,8,-1.5718
2005-10-24,17.9,7.9,1.4247,8.8,-1.4253
2005-10-25,19,5.4,1.6964,1.2,1.6964
2005-10-26,13,3.2,1.1595,0,1.1595
2005-10-27,13.2,2.3,1.2154,0,1.2154
2005-10-28,14.4,7.7,0.9909,16.6,-7.7091
2005-10-29,13.4,4.5,1.0812,10.3,-2.8938
2005-10-30,9.2,6.6,0.5441,14,-6.2059
2005-10-31,12.4,7.6,0.7632,10.3,-3.2118
2005-11-01,9.3,6.6,0.5391,31,-18.9609
2005-11-02,10.9,6.7,0.6655,5.2,0.5155
2005-11-03,8.7,5.8,0.5265,17.4,-8.7735
2005-11-04,8.2,6,0.4678,5.6,0.0178
2005-11-05,7.9,3.7,0.571,11.4,-4.229
2005-11-06,9.3,4.4,0.6347,10.2,-3.2653
2005-11-07,9.6,3.5,0.6992,2.8,0.6992
2005-11-08,6.2,3.3,0.4488,7.4,-1.3512
2005-11-09,8.3,4.8,0.5141,0.8,0.5141
2005-11-10,13.8,5.3,0.9268,10.8,-3.4232
2005-11-11,8.1,2.5,0.6038,4.3,0.6038
2005-11-12,8.3,-0.1,0.7316,3.4,0.7316
2005-11-13,7,3.7,0.4561,13.3,-5.7689
2005-11-14,9.4,-0.5,0.814,0,0.814
2005-11-15,6.2,0.3,0.5468,0.4,0.5468
2005-11-16,7.4,4.5,0.4289,1.1,0.4289
2005-11-17,12.5,2.9,0.8723,0,0.8723
2005-11-18,11.8,1.5,0.8741,0,0.8741
2005-11-19,13.6,1.1,1.029,0,1.029
2005-11-20,11.3,0,0.8859,0,0.8859
2005-11-21,11.9,-1,0.9676,0,0.9676
2005-11-22,10.7,-2.3,0.9218,0,0.9218
2005-11-23,5,-1.4,0.4976,0,0.4976
2005-11-24,7.6,-3.6,0.7386,3.8,0.7386
2005-11-25,8.5,5.5,0.4134,16.4,-8.1366
2005-11-26,7.8,-0.5,0.6202,4.6,0.6202
2005-11-27,4.7,-0.7,0.4376,1.4,0.4376
2005-11-28,5.4,-2.7,0.5467,0,0.5467
2005-11-29,2.8,-0.5,0.327,14.2,-6.573
2005-11-30,1.3,-2,0.3038,3.7,0.3038
2005-12-01,0.8,-2.1,0.2833,1.6,0.2833
2005-12-02,0.1,-4.6,0.3241,2,0.3241
2005-12-03,1.5,-5,0.3985,0,0.3985
2005-12-04,1,-3.9,0.3391,1.8,0.3391
2005-12-05,4.2,0.6,0.343,1.6,0.343
2005-12-06,4.8,0.4,0.3773,0.2,0.3773
2005-12-07,3.2,-1.4,0.3572,0,0.3572
2005-12-08,5.1,-2.9,0.5041,0,0.5041
2005-12-09,5.8,-3,0.5447,0,0.5447
2005-12-10,7.9,-1,0.5938,0,0.5938
2005-12-11,7.4,-3.7,0.6603,0,0.6603
2005-12-12,3.6,0.6,0.3053,1.6,0.3053
2005-12-13,5.1,1.9,0.3304,0,0.3304
2005-12-14,3.9,-1.5,0.3843,0,0.3843
2005-12-15,5.2,-4.2,0.5422,0,0.5422
2005-12-16,5.9,-4.3,0.5843,0,0.5843
2005-12-17,7.9,-3.9,0.6898,0,0.6898
2005-12-18,6.7,1.1,0.4357,0,0.4357
2005-12-19,5.6,3.6,0.2969,1.8,0.2969
2005-12-20,7.4,4.1,0.3622,11,-4.1378
2005-12-21,13.5,6.9,0.6132,6.7,-0.6618
2005-12-22,13.8,8.4,0.5626,15,-6.9374
2005-12-23,11,8,0.4033,10,-3.3467
2005-12-24,17.2,7.6,0.86,17.4,-8.44
2005-12-25,12.9,8,0.5226,21.7,-12.0024
2005-12-26,10.2,6.3,0.4308,11.3,-4.2942
2005-12-27,11.1,5.8,0.5084,0,0.5084
2005-12-28,11,5.8,0.5035,0,0.5035
2005-12-29,7.7,2.7,0.4367,0,0.4367
2005-12-30,8,5.1,0.3628,0,0.3628
2005-12-31,7,5.4,0.3079,0,0.3079
2006-01-01,10.2,4.5,0.5175,0,0.5175
2006-01-02,9.9,4.8,0.4884,0,0.4884
2006-01-03,7.3,2.9,0.4163,0,0.4163
2006-01-04,8.6,2.1,0.5266,0,0.5266
2006-01-05,10.8,6.8,0.4642,0,0.4642
2006-01-06,12.8,7.4,0.5722,0,0.5722
2006-01-07,9.4,5.8,0.4287,0,0.4287
2006-01-08,8.4,3.6,0.4654,0,0.4654
2006-01-09,7.4,4.9,0.3593,0,0.3593
2006-01-10,8.4,4.7,0.4258,44.3,-29.0492
2006-01-11,7.9,4.9,0.392,17.4,-8.908
2006-01-12,6.7,4.4,0.3501,22.5,-12.7749
2006-01-13,5.9,4.2,0.3208,51.2,-34.3292
2006-01-14,8.5,4.5,0.4553,6,-0.2947
2006-01-15,6.6,0.5,0.5117,0.8,0.5117
2006-01-16,4,2.7,0.2921,34.9,-22.1329
2006-01-17,10.1,3.8,0.6078,5.1,0.5328
2006-01-18,8.3,3.2,0.5191,1.4,0.5191
2006-01-19,7.5,3,0.4816,6.2,-0.4184
2006-01-20,7.7,2,0.5441,11.9,-4.6309
2006-01-21,6.2,3.3,0.398,0.5,0.398
2006-01-22,8.9,3.3,0.578,6,-0.172
2006-01-23,9.4,6.4,0.4653,7.4,-1.3347
2006-01-24,13,3.9,0.8769,0,0.8769
2006-01-25,12.5,3.4,0.8702,16.6,-7.8298
2006-01-26,7.4,5.1,0.4114,6.8,-0.9386
2006-01-27,6.4,3.4,0.4335,4.6,0.4335
2006-01-28,8,3.6,0.5387,8.6,-2.1613
2006-01-29,6.2,2.9,0.4549,31.8,-19.6451
2006-01-30,10.6,2.8,0.793,22,-11.957
2006-01-31,7.9,4,0.5306,6.2,-0.3694
2006-02-01,10.3,1.7,0.8431,,0.8431
2006-02-02,11.3,5.4,0.7391,5.4,0.4391
2006-02-03,8,4.2,0.5477,3.4,0.5477
2006-02-04,11.3,4.7,0.7987,28.7,-16.9763
2006-02-05,6.8,3,0.536,0.5,0.536
2006-02-06,9.3,2.9,0.7484,0,0.7484
2006-02-07,10.7,1.2,0.9679,0,0.9679
2006-02-08,10.5,0.6,0.9926,3.8,0.9926
2006-02-09,10.7,-0.1,1.0575,0,1.0575
2006-02-10,12.1,5.2,0.9076,0,0.9076
2006-02-11,11.7,-1.4,1.239,0,1.239
2006-02-12,11.2,1.5,1.0605,0,1.0605
2006-02-13,8.9,5.6,0.613,4.1,0.613
2006-02-14,6.7,-2.3,0.8786,0,0.8786
2006-02-15,6.7,-0.8,0.8168,0,0.8168
2006-02-16,5.1,0,0.6522,0,0.6522
2006-02-17,3.2,-2.5,0.639,0,0.639
2006-02-18,6.6,-2.6,0.9301,0,0.9301
2006-02-19,5.5,-3.8,0.9041,0,0.9041
2006-02-20,4.7,-3.8,0.8488,0,0.8488
2006-02-21,5.1,0.7,0.656,,0.656
2006-02-22,8.4,3.3,0.808,2.6,0.808
2006-02-23,5.8,1.3,0.7,16.1,-7.625
2006-02-24,6.8,-4.9,1.1293,0,1.1293
2006-02-25,3.6,-2.1,0.723,0.8,0.723
2006-02-26,5.1,3.7,0.477,9.2,-2.673
2006-02-27,12.8,4.1,1.2928,6.6,0.0928
2006-02-28,6.4,3.7,0.6301,1.2,0.6301
2006-03-01,11.7,1.2,1.3869,0,1.3869
2006-03-02,11.7,1.7,1.3731,0.6,1.3731
2006-03-03,10.6,0.8,1.3211,0,1.3211
2006-03-04,12.4,3.4,1.3768,0,1.3768
2006-03-05,10.5,3.1,1.1893,0,1.1893
2006-03-06,13.5,5.6,1.3845,0,1.3845
2006-03-07,10,5,1.0086,0,1.0086
2006-03-08,5.8,2.7,0.7153,8.4,-1.8347
2006-03-09,5.8,0.4,0.9045,7.8,-1.1955
2006-03-10,8.5,2.2,1.0908,0.9,1.0908
2006-03-11,10.9,-1,1.5993,0,1.5993
2006-03-12,9.9,-0.8,1.486,0,1.486
2006-03-13,10.9,-1.5,1.6643,0,1.6643
2006-03-14,10.1,3.7,1.2255,5.2,1.0755
2006-03-15,8.6,1.5,1.2235,0.3,1.2235
2006-03-16,8.4,3.4,1.0575,0.2,1.0575
2006-03-17,10.6,2.9,1.4008,0.6,1.4008
2006-03-18,10.6,1.1,1.551,0,1.551
2006-03-19,13.5,-2.5,2.1742,0,2.1742
2006-03-20,14.3,0.2,2.1482,0,2.1482
2006-03-21,10.9,4.5,1.3673,1,1.3673
2006-03-22,11.1,6.5,1.2096,2.1,1.2096
2006-03-23,17.4,4.8,2.3529,2.5,2.3529
2006-03-24,13.3,6.1,1.6211,6.8,0.2711
2006-03-25,12.4,2,1.8565,0,1.8565
2006-03-26,9.8,1.7,1.5291,5.7,1.0041
2006-03-27,15.4,3.4,2.2395,0,2.2395
2006-03-28,12,5,1.5926,3.9,1.5926
2006-03-29,14.1,0.1,2.3206,0,2.3206
2006-03-30,14.6,6.8,1.8662,4.4,1.8662
2006-03-31,13.6,7.8,1.6014,2.8,1.6014
2006-04-01,8.1,6.2,0.8484,8.2,-1.5516
2006-04-02,16.3,3.7,2.4927,0,2.4927
2006-04-03,16.9,6.3,2.3886,0,2.3886
2006-04-04,16.4,3.2,2.5941,4.6,2.5941
2006-04-05,16.9,1.5,2.829,0,2.829
2006-04-06,13.8,7.3,1.7912,0,1.7912
2006-04-07,18.1,4.7,2.8345,0,2.8345
2006-04-08,14.7,6.5,2.0773,0,2.0773
2006-04-09,11.3,7.6,1.3266,7,-0.1734
2006-04-10,12,6,1.6818,3.4,1.6818
2006-04-11,15.9,2.4,2.7252,0,2.7252
2006-04-12,13.5,6.8,1.8902,1.5,1.8902
2006-04-13,9.2,5.4,1.2845,13.1,-4.7905
2006-04-14,8.6,4.8,1.2657,2.2,1.2657
2006-04-15,8.2,1.4,1.5982,16.3,-6.8768
2006-04-16,11.9,2.2,2.1486,2.9,2.1486
2006-04-17,12.8,2.3,2.3105,0.3,2.3105
2006-04-18,14.4,4.7,2.3869,0,2.3869
2006-04-19,15.4,7.3,2.3078,0.2,2.3078
2006-04-20,15.3,8.1,2.2034,0.2,2.2034
2006-04-21,12.3,3.8,2.1419,8.8,-0.7081
2006-04-22,17.9,2.9,3.2858,0,3.2858
2006-04-23,23.4,5.4,4.2112,0,4.2112
2006-04-24,23.1,5,4.2079,0,4.2079
2006-04-25,18.7,5.1,3.3114,0,3.3114
2006-04-26,10.8,4.8,1.8129,2.6,1.8129
2006-04-27,16.6,7.6,2.6483,1,2.6483
